City,Population (%),AQI,Green Coverage (%),Factories,Vehicles Count,Education Institutions Count,Hospitals Count,Waterborne Disease Cases,Respiratory Disease Cases,Year
Sylhet,59,227,7,65,1303347,83,338,4353,8250,2012
Rajshahi,87,116,44,148,1884502,56,340,7192,28099,2001
Rangpur,64,53,32,49,348696,164,156,9157,18108,2017
Cumilla,82,265,16,117,1161345,227,363,6517,29440,2008
Rangpur,97,232,7,29,320611,396,141,12505,15512,2012
Rajshahi,91,161,8,64,1436552,178,241,5216,25085,2005
Gazipur,59,120,9,121,1124712,386,229,7986,22211,2008
Dhaka,90,248,8,28,345970,168,317,727,18098,2021
Chattogram,87,100,15,30,1168993,539,398,12078,8431,2011
Cumilla,70,65,7,124,920202,76,232,2580,24217,2002
Narayanganj,54,121,28,47,525976,623,312,13649,29271,2012
Narayanganj,98,284,44,13,1105279,108,146,3142,28909,2002
Chattogram,97,229,18,125,1750881,358,111,8925,9634,2009
Narayanganj,93,119,31,139,1461580,181,217,886,4119,2016
Khulna,94,165,16,24,1497717,660,316,12554,16934,2000
Cumilla,74,181,36,134,186837,66,346,13644,24193,2009
Gazipur,60,239,46,133,1043050,212,330,9376,9218,2013
Sylhet,71,258,6,53,1649714,696,228,8678,16759,2014
Sylhet,69,290,11,34,1990724,257,296,6512,15721,2007
Sylhet,52,70,50,14,792900,358,196,7530,20473,2009
Mymensingh,64,115,7,39,1313382,686,127,10205,3704,2003
Sylhet,93,67,43,125,1019775,328,254,708,16372,2018
Khulna,99,98,6,100,683731,411,53,5017,2175,2003
Rangpur,52,93,24,21,137603,394,348,10255,7478,2006
Rajshahi,57,207,21,85,318324,299,357,2647,20623,2003
Gazipur,66,125,38,139,278681,570,324,8659,15655,2009
Gazipur,80,150,7,61,999110,178,152,13780,7532,2006
Mymensingh,99,282,23,74,175519,565,149,13879,24410,2023
Dhaka,64,259,11,119,270292,127,181,3677,1696,2008
Cumilla,62,226,34,22,1036092,436,100,7681,12593,2023
Sylhet,68,246,40,78,1367625,277,66,10443,20058,2001
Chattogram,83,221,39,24,272503,596,256,636,13394,2002
Cumilla,93,124,37,53,957066,117,290,8120,15340,2000
Dhaka,78,118,45,13,291348,643,271,3498,22346,2015
Gazipur,65,108,25,37,493484,576,217,1275,4996,2017
Cumilla,63,238,25,81,501524,201,279,7947,6682,2019
Khulna,77,178,38,17,1400745,281,46,2441,9444,2004
Rajshahi,85,246,39,51,1112309,684,358,3184,28168,2019
Rajshahi,86,125,46,73,1547732,360,373,4943,16559,2013
Chattogram,64,98,31,70,213330,629,303,3829,11502,2006
Rangpur,61,171,19,94,869734,433,343,600,12423,2004
Gazipur,59,77,47,22,189847,175,83,6341,17159,2013
Mymensingh,60,106,34,82,765252,668,391,9924,28530,2014
Sylhet,51,87,49,61,792758,682,115,14239,29027,2014
Khulna,72,51,7,109,285628,656,383,7271,5748,2002
Dhaka,76,148,11,57,266373,414,164,7972,24403,2003
Chattogram,83,61,41,137,1869501,560,309,2591,29640,2006
Gazipur,70,51,39,25,128613,630,55,4302,11770,2002
Khulna,83,83,18,86,318804,312,396,14567,5662,2019
Mymensingh,64,161,37,113,764804,439,47,2692,19920,2005
Rajshahi,69,250,40,33,840859,233,161,7815,17962,2015
Gazipur,68,229,13,11,1127113,273,181,13945,17978,2010
Khulna,72,70,38,37,1857573,409,316,5721,18016,2008
Chattogram,88,178,5,87,509427,228,223,11142,13183,2009
Rangpur,100,244,11,91,1768514,669,148,10790,15758,2016
Sylhet,72,83,43,130,947761,272,353,2398,10621,2009
Dhaka,56,214,12,102,878644,156,391,5518,29830,2005
Mymensingh,85,98,20,134,235288,95,364,7099,11318,2021
Chattogram,82,196,44,27,1761994,328,392,10129,7968,2017
Rangpur,86,157,40,12,1628074,514,56,12698,8671,2014
Khulna,70,66,45,105,1952978,85,176,10293,24561,2013
Rajshahi,70,288,23,61,1497034,243,200,7042,12937,2018
Cumilla,98,165,39,13,1952800,494,103,3960,15903,2010
Gazipur,65,288,9,49,186387,114,144,14755,3489,2009
Gazipur,83,121,47,141,1147565,581,226,2796,17065,2003
Dhaka,57,192,39,12,1839826,93,186,9726,2092,2014
Sylhet,80,223,6,70,337708,589,203,12664,3002,2022
Gazipur,74,146,27,66,1587285,428,266,785,20501,2022
Barishal,94,288,18,118,1308892,624,169,4624,12357,2000
Khulna,70,136,6,20,466296,169,201,1182,23502,2012
Barishal,61,164,24,129,483462,303,339,11950,20812,2012
Dhaka,97,236,7,12,685367,602,53,6797,2769,2018
Rajshahi,63,84,49,76,1916199,371,279,9181,10730,2005
Cumilla,70,83,15,88,1793234,370,377,10663,10485,2018
Barishal,77,228,17,90,93918,284,66,5460,12750,2020
Gazipur,84,295,29,37,260259,497,47,11319,21343,2019
Narayanganj,95,232,33,136,1189396,413,102,5876,9806,2010
Narayanganj,55,224,46,109,1538291,303,392,2201,6545,2003
Rangpur,59,298,42,83,397237,567,275,6986,29363,2024
Gazipur,86,87,21,28,83000,58,257,11642,4471,2008
Mymensingh,67,162,29,118,992989,586,176,2975,2256,2000
Rangpur,89,171,8,57,1149073,562,79,14812,9258,2014
Rangpur,92,226,30,130,1593873,589,179,10777,28037,2013
Rangpur,53,80,29,141,503484,676,213,1174,9110,2007
Dhaka,53,69,32,147,106481,122,122,1964,1964,2007
Rajshahi,68,139,45,138,330123,306,282,516,14971,2018
Mymensingh,61,192,5,98,930733,545,130,14307,13181,2005
Barishal,53,145,20,144,1766186,519,364,4954,27721,2013
Sylhet,80,281,44,45,1434747,248,162,10154,6050,2021
Khulna,85,147,18,60,1646875,493,321,4524,7548,2007
Khulna,95,159,8,39,928871,394,157,5617,7075,2007
Barishal,92,262,39,66,1967768,630,133,7391,16413,2024
Sylhet,56,175,41,117,962501,653,62,9922,7642,2011
Sylhet,87,296,43,111,1719055,366,237,9504,22316,2009
Gazipur,88,61,26,57,256320,448,302,3500,24447,2007
Sylhet,71,233,33,106,1311685,180,180,14236,1284,2009
Barishal,78,52,23,65,1057301,159,345,3888,14881,2005
Mymensingh,67,203,37,122,1847432,395,314,2154,3860,2006
Rajshahi,91,271,39,31,1399814,649,352,5692,4683,2013
Cumilla,97,135,28,141,829915,88,151,7299,11127,2005
Narayanganj,78,179,21,62,1113207,50,124,14169,22551,2020
Khulna,58,63,5,84,1579580,98,26,4344,6102,2013
Barishal,58,287,27,55,1421687,669,33,1324,11702,2002
Rajshahi,98,116,30,126,1319579,441,216,7519,11973,2007
Barishal,94,123,23,88,1868901,239,386,1086,23889,2015
Barishal,53,294,33,16,190587,206,323,5409,11875,2011
Gazipur,81,139,7,43,880645,464,35,4941,1404,2011
Sylhet,67,69,31,80,214083,134,77,13857,28359,2010
Rajshahi,91,87,37,149,1283432,109,344,7531,22626,2003
Narayanganj,100,276,22,104,152296,523,36,7483,21887,2014
Gazipur,97,79,8,68,1740007,469,164,10732,23357,2009
Sylhet,92,54,25,43,1813216,382,107,9184,29275,2015
Mymensingh,54,183,15,109,268067,241,141,10597,19495,2009
Cumilla,97,192,49,56,1199731,209,162,813,24427,2011
Chattogram,77,71,39,80,392067,618,155,10598,21315,2010
Rangpur,50,221,48,10,1762971,498,174,6006,15424,2021
Gazipur,85,222,5,70,1425699,502,118,11398,3916,2010
Mymensingh,97,207,6,88,1295239,229,313,11553,18563,2006
Rangpur,70,85,14,60,603678,369,149,6502,19995,2005
Sylhet,59,234,37,27,1896998,153,91,7221,19131,2022
Rajshahi,61,204,29,40,1060826,655,86,6309,24055,2013
Cumilla,90,179,34,83,716020,114,176,9038,15226,2022
Cumilla,75,268,12,118,333110,172,299,11307,20135,2024
Barishal,58,266,28,144,1022076,168,321,13762,18341,2009
Rangpur,70,108,10,42,670468,640,356,9098,8523,2023
Mymensingh,74,56,24,62,1779793,438,392,7354,8949,2016
Sylhet,84,290,5,136,1289548,78,324,11752,29620,2005
Gazipur,64,245,25,122,1563312,389,162,7817,24360,2009
Rangpur,99,184,12,57,1346511,503,311,10406,21312,2011
Mymensingh,78,125,36,22,720321,699,127,5088,23263,2003
Barishal,54,171,46,38,672251,483,301,4033,15979,2008
Rangpur,94,163,17,78,1228153,215,137,14430,15090,2021
Mymensingh,67,119,27,113,730288,390,117,2541,8240,2005
Rangpur,78,112,23,60,656225,281,148,10622,8415,2021
Rajshahi,89,118,17,46,1912860,571,388,12187,16382,2013
Sylhet,79,238,33,72,1026208,530,366,858,16193,2000
Narayanganj,62,105,38,108,1284711,181,315,1717,23018,2004
Cumilla,71,250,43,65,1964142,599,31,6069,16525,2023
Khulna,75,256,41,39,1064922,155,301,14309,28203,2017
Khulna,61,112,37,75,713909,198,362,10913,18001,2004
Barishal,64,120,35,64,946724,62,77,13661,21765,2007
Cumilla,98,245,38,69,1809372,169,310,9570,7513,2020
Gazipur,74,179,35,28,1068376,207,146,9172,17213,2023
Sylhet,67,207,42,149,871566,53,116,7378,28984,2016
Dhaka,67,177,17,25,1490106,331,159,10536,25263,2013
Rangpur,75,192,39,113,1211330,417,297,14660,11202,2018
Rajshahi,55,90,21,86,1210074,183,223,950,9468,2023
Cumilla,99,65,24,88,542605,536,124,12748,26599,2020
Dhaka,74,273,43,139,1132718,610,251,1805,23411,2000
Cumilla,52,85,25,85,515360,246,66,718,26472,2000
Sylhet,76,228,42,70,971775,275,297,649,4374,2004
Chattogram,76,74,45,63,206805,145,58,13459,12723,2020
Rangpur,61,174,45,125,1351115,523,73,8108,22956,2020
Cumilla,85,96,15,53,1417631,125,338,9088,7737,2015
Sylhet,85,107,37,44,702192,76,183,12572,20090,2011
Sylhet,95,193,43,119,815400,223,206,14426,27441,2005
Cumilla,77,69,7,125,460306,314,78,11739,27774,2012
Sylhet,69,257,7,147,914044,401,83,537,4817,2004
Cumilla,87,180,32,50,699391,293,274,3124,6949,2016
Rajshahi,53,242,13,109,1175261,196,29,5693,12912,2006
Barishal,61,159,40,82,1130140,362,161,4973,3986,2020
Chattogram,54,218,11,128,102591,486,366,4813,8153,2005
Narayanganj,77,115,27,82,1828009,668,385,8629,18356,2019
Sylhet,83,261,35,93,814525,660,113,13028,28434,2011
Mymensingh,98,52,29,135,1340073,169,366,12338,5664,2024
Khulna,80,58,26,102,1959342,284,289,14938,21655,2016
Chattogram,73,151,5,100,1799323,238,185,13526,2824,2022
Khulna,93,196,18,131,653961,484,144,9825,9801,2004
Mymensingh,58,277,47,28,1266147,382,205,14300,13784,2010
Khulna,73,264,19,147,421169,315,150,11453,27555,2018
Mymensingh,54,90,49,30,1684902,359,387,10971,29823,2008
Dhaka,65,162,50,106,334106,362,266,1055,2789,2013
Mymensingh,66,68,33,19,1603880,355,305,5394,15588,2022
Mymensingh,50,123,18,13,1885962,244,274,5992,16259,2014
Sylhet,82,196,25,58,634841,347,222,6111,2227,2022
Sylhet,95,102,37,71,151748,693,368,5987,29142,2005
Khulna,93,251,26,29,1302709,588,126,6163,21538,2013
Dhaka,62,217,31,13,1989545,622,196,13024,16310,2003
Barishal,55,81,47,100,1057573,417,225,13814,5653,2015
Rangpur,71,222,32,40,1483003,502,246,3986,22113,2015
Dhaka,79,191,37,117,541611,473,56,4162,29280,2003
Dhaka,57,151,37,105,265797,362,312,6805,4717,2024
Narayanganj,52,236,17,145,1419844,325,335,13253,4621,2020
Sylhet,55,180,48,139,470396,385,123,7440,6444,2020
Dhaka,66,240,39,141,1435589,446,262,8792,19647,2019
Sylhet,61,70,38,125,573642,187,252,9720,1213,2018
Chattogram,65,167,35,142,234617,61,350,5119,8520,2011
Rangpur,94,271,27,27,1198225,224,169,11661,5107,2015
Khulna,61,274,44,22,542276,303,326,8330,16488,2020
Rangpur,87,248,10,37,964509,468,70,13630,17328,2009
Chattogram,72,149,31,24,1110009,109,133,11821,6845,2005
Gazipur,92,202,33,64,719400,542,155,12203,10616,2019
Rajshahi,74,214,42,144,159472,647,53,13406,28309,2015
Mymensingh,66,265,14,73,394911,142,37,7900,17261,2017
Narayanganj,91,127,20,103,314384,648,294,12111,7178,2021
Chattogram,77,214,12,14,1011742,632,113,664,26847,2013
Mymensingh,55,56,15,71,1511331,659,70,11773,13949,2024
Mymensingh,62,150,49,79,1957375,195,182,6271,27592,2004
Barishal,54,110,10,84,1529016,524,319,8100,6841,2001
Rajshahi,84,141,36,47,1644020,519,328,1602,2958,2010
Narayanganj,98,222,38,22,547958,626,237,2090,26028,2009
Barishal,100,75,36,74,351090,597,94,9709,2502,2021
Barishal,72,138,31,62,929464,167,394,8594,12591,2017
Dhaka,55,188,33,45,638978,113,296,11594,28884,2003
Dhaka,96,60,28,146,1632642,121,81,14146,7717,2003
Rajshahi,82,281,23,113,1966749,593,147,12705,21713,2005
Barishal,99,99,50,54,1076535,50,288,6897,28927,2010
Mymensingh,71,143,17,148,1547518,168,394,7459,3294,2000
Rajshahi,67,272,31,149,849787,691,86,7612,26455,2021
Barishal,100,73,6,55,408239,552,214,10260,25234,2005
Dhaka,56,291,12,123,1019392,266,301,6714,10327,2005
Chattogram,60,177,6,141,844455,320,278,4058,20332,2020
Sylhet,86,108,22,61,1865701,415,192,13248,4096,2008
Gazipur,87,104,30,39,1199230,688,359,13135,29279,2011
Rajshahi,99,191,37,114,462651,550,143,14695,29058,2003
Khulna,77,170,26,40,1970941,459,383,1088,10201,2023
Barishal,71,177,8,13,514854,661,195,7367,17027,2021
Narayanganj,87,248,41,144,1001682,256,271,8537,6793,2011
Chattogram,98,103,20,42,1037751,464,177,1982,3871,2019
Rangpur,59,110,28,82,938694,433,140,8399,13787,2022
Barishal,62,292,29,107,755489,660,310,9490,15219,2014
Chattogram,51,285,16,23,1638536,652,106,8848,4503,2015
Rajshahi,53,180,20,32,1860422,608,169,3443,11378,2007
Rangpur,95,208,43,52,817483,317,240,2426,12381,2015
Rajshahi,59,192,22,23,776502,398,256,5046,26641,2018
Sylhet,77,76,26,23,1823151,665,287,1135,16753,2011
Mymensingh,97,104,36,62,1976758,146,178,1208,12929,2020
Sylhet,77,160,29,40,1089782,700,261,2675,21668,2001
Narayanganj,84,179,24,117,1991698,531,356,12244,17366,2006
Rangpur,55,219,19,150,1274213,228,313,4679,2984,2003
Khulna,57,131,29,140,1558721,682,326,4073,1361,2005
Barishal,95,298,37,86,1633774,155,40,6582,1886,2015
Rangpur,98,136,22,98,212623,682,90,6360,2059,2023
Rajshahi,68,181,31,64,1966193,375,277,644,4562,2023
Sylhet,62,246,21,150,764000,689,102,12523,28365,2019
Rangpur,73,99,31,61,398897,537,394,8669,15312,2021
Khulna,87,232,27,82,210740,433,36,13259,11019,2023
Gazipur,84,96,34,42,1764368,616,26,13354,17365,2005
Sylhet,69,60,40,47,1811463,607,175,9197,4769,2010
Sylhet,68,207,5,29,352465,572,139,12340,6720,2008
Cumilla,96,299,20,78,988801,154,278,2541,4392,2020
Gazipur,74,182,9,59,1001341,339,318,13002,26874,2015
Sylhet,78,73,25,27,586792,117,104,6535,22737,2007
Rajshahi,90,193,20,102,1613688,334,337,9362,24362,2011
Rangpur,96,172,41,118,412456,180,241,14062,4081,2003
Khulna,55,288,13,103,1460595,440,169,11382,15770,2016
Narayanganj,50,254,15,128,1152458,274,246,11624,13834,2021
Rangpur,98,295,23,74,620004,573,323,14833,6924,2005
Rajshahi,66,263,24,150,107131,436,125,5766,3672,2009
Narayanganj,62,253,17,90,116392,63,286,14652,28780,2006
Rajshahi,54,57,30,54,496216,182,29,5290,17020,2005
Narayanganj,96,96,15,27,1067490,674,25,1261,1677,2005
Gazipur,74,257,13,53,922202,420,345,8933,18113,2022
Cumilla,81,241,23,34,842737,218,396,6202,14420,2008
Dhaka,99,90,27,22,1583572,529,252,6980,2372,2015
Narayanganj,55,229,16,73,61662,561,74,5553,24733,2014
Chattogram,56,298,32,75,497611,80,303,10719,27568,2001
Chattogram,90,106,44,116,1401550,565,209,12187,17481,2008
Rangpur,96,181,26,30,1819129,673,146,10786,11566,2019
Khulna,85,75,39,19,71841,639,347,9991,15985,2000
Rajshahi,52,137,30,43,67985,450,331,11660,16408,2014
Sylhet,57,292,29,17,1949660,612,292,1946,15705,2015
Dhaka,100,252,41,21,531369,122,97,11093,22963,2001
Narayanganj,53,297,36,53,230927,184,349,2734,13642,2022
Cumilla,82,295,7,93,569927,232,200,11079,4195,2007
Rangpur,78,258,13,56,1278603,327,364,5806,19663,2009
Cumilla,76,179,23,37,1863475,332,370,10279,14078,2001
Rajshahi,85,215,41,142,938925,558,58,7345,14662,2000
Narayanganj,99,133,24,130,1449244,620,159,14462,13956,2020
Barishal,86,54,11,115,1612087,264,365,14023,16499,2006
Sylhet,73,238,50,107,70172,498,171,4884,21214,2022
Chattogram,91,234,45,34,1158997,257,129,11998,17418,2020
Mymensingh,60,244,26,18,648880,576,158,9341,18579,2017
Khulna,64,85,31,34,1264919,331,335,1759,27428,2022
Barishal,86,234,15,147,393461,147,237,11236,10729,2014
Chattogram,50,222,49,145,1453142,659,371,3747,17057,2008
Rajshahi,50,149,16,56,1746481,662,56,9974,2242,2020
Cumilla,59,140,11,94,1764381,525,290,4290,1557,2013
Chattogram,92,176,10,49,521365,218,330,8825,8173,2004
Barishal,78,133,38,128,846916,567,303,2867,13424,2010
Dhaka,57,237,30,71,1842922,370,276,4470,9631,2012
Rajshahi,92,209,31,62,821445,198,349,5516,13802,2001
Gazipur,67,205,31,113,1018528,417,305,13626,8888,2007
Khulna,79,256,36,70,312909,180,394,7453,4425,2007
Chattogram,91,219,11,148,492013,557,329,4804,4721,2001
Chattogram,88,96,16,147,1244548,440,370,4467,5804,2011
Rajshahi,79,233,44,88,385239,418,196,5331,28990,2020
Rajshahi,60,182,46,75,997265,225,303,11483,18983,2017
Mymensingh,100,123,9,101,1439108,367,294,4032,16564,2012
Gazipur,56,80,46,77,1980959,386,322,678,6463,2022
Dhaka,73,263,41,74,1474873,191,61,14785,8379,2010
Sylhet,62,134,44,96,207911,55,31,5552,18969,2009
Cumilla,100,68,40,33,531702,537,171,9289,23359,2016
Dhaka,92,257,13,74,1254087,169,23,4016,28953,2024
Chattogram,91,210,34,113,771737,226,269,1770,4569,2007
Chattogram,51,191,44,146,1945709,145,114,1504,1227,2009
Chattogram,90,115,25,128,1709924,126,248,1353,24795,2012
Barishal,78,130,47,57,1522159,232,25,3087,9968,2001
Khulna,50,246,12,121,969828,96,30,14780,1435,2023
Narayanganj,51,228,21,137,576940,472,82,8762,3457,2000
Gazipur,71,68,41,73,65210,245,133,10626,5855,2024
Mymensingh,91,208,15,17,1162787,112,171,927,20270,2000
Sylhet,73,151,48,108,53446,103,144,1283,24865,2022
Chattogram,64,174,16,141,455088,237,112,5308,13886,2000
Rajshahi,51,69,27,78,1797820,327,60,5504,3301,2006
Mymensingh,50,128,47,108,1266508,560,193,7148,16045,2012
Rajshahi,82,209,38,117,1306439,99,84,616,25072,2022
Mymensingh,83,287,11,118,1766335,652,84,10642,15153,2019
Dhaka,75,255,37,137,1669861,225,104,14260,18578,2021
Rangpur,82,169,20,99,322854,648,123,14253,22429,2001
Chattogram,70,288,22,112,1565105,126,97,13999,21645,2003
Narayanganj,78,133,24,51,1692375,486,176,14369,1597,2016
Sylhet,89,242,12,135,1759443,486,44,10624,21778,2009
Rajshahi,85,123,9,148,307369,164,197,10453,28404,2001
Narayanganj,86,158,43,38,1367734,377,377,3336,26045,2024
Gazipur,99,125,26,117,908425,137,329,9342,12947,2022
Khulna,59,116,42,92,1876298,234,180,1459,11049,2005
Barishal,86,183,38,121,1377667,396,356,1991,24244,2024
Sylhet,77,70,15,95,114060,233,176,10982,28030,2017
Mymensingh,89,267,8,135,809597,281,164,10685,28676,2004
Rangpur,90,271,6,71,63543,212,66,6851,27225,2008
Gazipur,74,96,29,77,780276,450,383,7505,1915,2008
Rajshahi,71,137,23,129,342371,216,233,1363,1585,2014
Khulna,79,179,22,42,1453400,83,357,3474,13004,2007
Cumilla,81,136,31,144,1471339,309,168,8115,26312,2024
Dhaka,95,175,38,76,1493921,579,365,3741,7865,2009
Sylhet,63,224,44,129,512963,602,196,11981,8094,2009
Dhaka,58,162,27,69,521629,580,297,2036,19779,2004
Chattogram,92,54,21,52,1878947,162,80,10733,29035,2008
Dhaka,60,290,31,130,449192,619,153,3624,21194,2014
Narayanganj,83,284,7,50,405859,90,68,2423,24550,2017
Dhaka,99,265,19,145,1003180,230,192,4170,24395,2017
Gazipur,100,219,38,67,68783,449,343,6896,5911,2004
Khulna,80,267,46,147,118151,321,314,4321,27761,2007
Rajshahi,51,210,21,109,1464045,537,119,9974,26216,2014
Barishal,84,79,19,106,1413258,527,175,5795,6674,2018
Barishal,78,176,47,19,182498,447,94,8915,23588,2020
Rajshahi,73,268,16,31,1788468,205,112,2924,3568,2010
Gazipur,98,169,37,136,698721,625,183,7394,5524,2001
Cumilla,89,190,15,139,1560216,301,322,521,11146,2001
Chattogram,73,60,49,63,117139,625,275,11941,8966,2017
Cumilla,73,228,5,80,1277556,312,69,11800,26073,2009
Cumilla,95,240,26,48,564751,288,349,1136,25003,2010
Mymensingh,51,64,8,104,1144175,270,34,3945,19555,2015
Khulna,62,80,19,52,1310432,120,110,6081,2824,2018
Sylhet,71,98,23,95,242257,594,205,2689,21203,2015
Khulna,86,61,20,22,1734782,125,283,9201,20322,2022
Mymensingh,74,255,43,43,834259,429,131,7445,13161,2009
Dhaka,68,240,45,75,1167598,442,274,505,4909,2011
Dhaka,75,247,48,125,1157946,562,199,9482,19849,2024
Khulna,53,87,20,99,1432492,219,306,10078,2877,2006
Khulna,100,255,39,116,1976877,288,251,2242,4373,2003
Cumilla,69,257,22,133,1100348,144,166,11668,5002,2002
Rajshahi,64,146,22,76,1399262,408,277,9932,18731,2006
Narayanganj,65,106,37,116,170010,409,353,13548,9709,2001
Barishal,67,290,15,136,1353125,206,293,4178,16614,2014
Barishal,99,163,35,128,163771,661,112,7536,7438,2014
Sylhet,81,177,43,144,636623,638,82,5920,3759,2018
Sylhet,99,155,13,72,830308,89,363,5132,11578,2022
Rangpur,91,154,15,111,1368819,587,135,11089,13506,2003
Gazipur,91,201,42,62,1314820,620,115,4376,29948,2016
Rangpur,78,287,12,102,1527948,509,192,13322,12593,2020
Gazipur,98,280,13,109,1572282,608,260,9709,8427,2013
Narayanganj,76,218,12,122,1785006,451,58,10465,5864,2006
Narayanganj,66,238,30,29,1948960,59,197,6179,17999,2013
Gazipur,59,180,23,71,190577,191,377,4157,10647,2023
Rangpur,90,58,9,150,132943,619,38,14243,12633,2015
Gazipur,55,144,7,34,1006670,313,98,13823,24659,2011
Narayanganj,88,286,30,20,284270,323,87,6515,17733,2010
Chattogram,51,55,27,87,1971445,310,110,13664,24161,2016
Dhaka,59,207,40,70,947073,140,251,5568,12685,2014
Narayanganj,82,62,29,56,144955,696,39,11474,20926,2023
Sylhet,100,198,39,67,1752763,483,87,11906,1245,2007
Khulna,60,178,20,28,344253,590,41,14780,26136,2019
Chattogram,62,92,27,89,1866418,274,393,7809,3707,2015
Mymensingh,60,241,47,74,691376,148,57,1534,26291,2005
Sylhet,61,193,19,86,815297,684,196,14779,25588,2007
Mymensingh,80,168,50,109,1346460,661,352,3101,4900,2020
Barishal,97,73,35,83,1640218,429,50,2095,22678,2013
Dhaka,97,119,34,40,1769383,678,38,13132,2558,2022
Rangpur,85,59,49,41,1248544,316,384,12287,28564,2019
Rangpur,68,197,22,79,743274,269,222,10306,20917,2014
Mymensingh,86,97,30,67,844297,448,353,12699,18018,2003
Rangpur,93,260,18,79,1863443,196,31,14938,9660,2007
Sylhet,54,298,24,31,481292,155,73,14646,16402,2015
Barishal,51,189,6,48,912774,502,111,5875,14855,2008
Rangpur,99,132,26,144,397233,53,33,9349,5258,2003
Rangpur,69,239,38,76,187821,105,325,14184,25212,2022
Rangpur,73,258,37,103,1185752,207,138,5305,27877,2017
Rangpur,60,196,31,120,577251,93,299,9732,10409,2018
Gazipur,96,160,9,86,1203049,518,91,11284,9965,2005
Dhaka,71,202,39,83,963793,249,170,14681,23563,2021
Khulna,50,73,14,126,1713397,693,316,11795,13438,2003
Dhaka,64,148,31,35,54392,673,161,7693,7152,2011
Khulna,91,75,8,150,1447510,661,255,1521,22031,2008
Mymensingh,66,165,9,31,206209,591,29,11951,1000,2008
Sylhet,52,183,21,43,887154,603,310,2710,5755,2016
Cumilla,89,267,27,55,1499297,351,172,14263,3733,2014
Mymensingh,83,249,34,47,1126541,268,140,6948,24533,2019
Chattogram,65,108,35,87,516184,175,400,7422,19617,2019
Dhaka,99,117,14,84,873982,697,133,12866,19924,2024
Mymensingh,99,123,49,15,1025729,474,132,6197,25020,2004
Narayanganj,57,192,41,134,1939026,677,20,8585,21920,2021
Rajshahi,58,52,48,84,833652,541,345,14018,2432,2014
Chattogram,85,282,30,57,664092,670,244,4974,27551,2011
Barishal,79,120,6,150,1838978,520,99,14439,8614,2000
Rajshahi,69,108,32,94,1508576,364,173,1829,11446,2024
Mymensingh,95,225,31,27,968216,303,122,2225,9123,2011
Gazipur,67,201,46,65,1939149,546,399,1336,4112,2019
Sylhet,73,285,42,99,558384,310,147,2746,2581,2011
Sylhet,96,220,19,65,1021822,444,339,5130,21771,2002
Gazipur,66,73,22,70,965912,73,263,11157,7685,2020
Narayanganj,80,228,23,63,996995,351,337,2215,20394,2001
Mymensingh,69,170,5,85,1412622,220,204,10568,15049,2004
Narayanganj,79,52,15,52,1234563,265,400,6379,11508,2006
Rajshahi,86,124,45,98,1646570,68,308,12487,14448,2002
Cumilla,72,118,13,120,1393199,110,252,7851,10701,2018
Dhaka,100,62,18,38,1265525,371,219,11370,16188,2004
Sylhet,51,203,47,110,1858703,128,178,2321,21677,2006
Khulna,78,169,34,96,1988047,171,171,8032,29788,2002
Narayanganj,86,232,41,96,900229,475,245,5062,4559,2005
Chattogram,92,63,23,150,619849,88,373,5504,13848,2007
Barishal,67,91,10,19,1908099,561,146,11922,13103,2013
Dhaka,87,79,21,40,700658,218,291,13664,29940,2009
Chattogram,71,237,32,94,1828999,614,112,949,1586,2014
Sylhet,54,191,22,40,1002296,669,67,13391,16820,2016
Cumilla,96,222,10,18,141182,545,189,13993,13474,2018
Cumilla,95,268,43,135,1631646,469,22,1369,23341,2008
Rajshahi,53,130,9,61,622803,570,133,6500,18998,2021
Dhaka,93,238,16,138,1525030,478,359,12010,28760,2001
Dhaka,62,127,16,51,346485,131,363,4851,28676,2017
Gazipur,65,102,14,110,1048719,129,342,5424,12787,2008
Khulna,63,92,9,105,1020577,202,213,13790,10537,2010
Barishal,98,300,33,62,1904748,453,192,10336,16292,2011
Gazipur,55,116,25,22,1441038,627,219,4956,24032,2020
Rajshahi,77,277,43,33,1017390,92,74,597,15267,2007
Khulna,97,261,11,119,143022,391,55,12815,21463,2019
Rangpur,94,294,23,82,1900834,227,288,2161,29631,2013
Dhaka,86,51,45,95,136818,434,40,9098,2413,2000
Narayanganj,85,242,44,74,494198,601,242,11384,20401,2001
Narayanganj,65,136,45,118,383829,561,309,12924,19431,2000
Dhaka,96,145,46,44,529043,404,100,2854,3549,2012
Chattogram,71,111,5,37,1066580,311,345,7368,12449,2010
Khulna,96,300,7,92,565595,402,270,14151,3977,2001
Dhaka,66,120,33,61,1207701,103,75,2880,2477,2019
Khulna,58,262,45,127,1483310,237,72,8672,12656,2004
Sylhet,93,61,46,96,434427,126,172,8466,2206,2011
Rajshahi,89,222,22,90,1682858,597,67,10681,19810,2007
Barishal,64,300,42,33,1307907,450,107,3381,25201,2013
Rajshahi,53,200,32,30,1499829,316,60,3523,25970,2007
Khulna,91,50,26,36,998282,146,237,11178,23606,2017
Gazipur,66,221,49,148,1894097,211,144,2950,5165,2014
Sylhet,90,163,21,17,370037,152,46,6218,2616,2022
Chattogram,73,77,28,117,1745734,553,298,1730,29045,2024
Dhaka,82,199,26,145,1704291,101,164,9122,15447,2017
